"project_id","item_key","text","cluster"
"JMeter",48145,"Integrating DTrace with JMeter",4
"JMeter",56862,"Unfriendly error message for configuration errors in JMeter",4
"JMeter",58182,"All Thread Groups do not start at the same time",4
"Slide",24912,"Seeing only version 1.0",4
"Fop - Now in Jira",45070,"Spurious WARNING on span=""inherit""",4
"Fop - Now in Jira",46823,"LayoutException when rendering ./examples/fo/basic/blockcontainer.fo",4
"Xerces-J",9551,"ArrarIndexOutOfBoundsException / UTF8DataChunk.toString",4
"Fop - Now in Jira",53558,"All but impossible to find the failing layout test in case of a regression",4
"Xerces-J",1973,"compiler errors within org.apache.utils.regexp",4
"Fop - Now in Jira",44744,"PDFGraphics2D.drawString(AttributedCharacterIterator it, float x, float y) throws NullPointerException",4
"Fop - Now in Jira",47110,"PCLRenderer: Bitmap rendered text are cut in height.",4
"Fop - Now in Jira",17380,"Batik Component will not recognize feXXXX SVG elements",4
"Fop - Now in Jira",47279,"Spurious warnings about unavailable Symbol bold or ZapfDingbats bold for text that can be rendered with sans-serif",4
"Fop - Now in Jira",36238,"text-align=""justify"" doesn't work on custom fonts",4
"Slide",29150,"Deadlock while initializing when using two jdbc stores with different scopes",4
"Ant",18807,"Pro*C",4
"Watchdog",11336,"Test wrapped path methods with RD.foward()",4
"Ant",26145,"delete task and missing folders",4
"Ant",24694,"JAVA_HOME should be exported",4
"JMeter",24480,"There is no good way to set checkbox based items using global variable.",4
"Ant",29633,"Need DirDiff Task",4
"Lenya",29292,"Hiding html tags and favouring simple structured text",4
"Lenya",38480,"[PATCH] The error handler page should contain a link back to the authoring gui.",5
"Slide",39115,"Deleting Link update global cache instead of transaction cache.",5
"Ant",54528,"ant.taskdefs.Java.fork fails on Windows 8 x64 with UAC error 740",5
"Apache httpd-2",51603,"Apache accepts completely bogus HTTP requests (possible security hole)",5
"Log4j - Now in Jira",50085,"SyslogAppender does not split stack traces correctly",5
"Apache httpd-2",49743,"SSI 'echo encoding=""(url/none)""' bug",5
"JMeter",60070,"jmeter proxy corrupts simplified chinese character display",5
"Apache httpd-2",55698,"Apache 2.2 + mod_fcgid 2.3.7 (CentOS 6.4) graceful restarts, no leftover processes, but errors both in browser and error log",5
"Apache httpd-2",48130,"DAV operations on large filesets consume all the OS memory",5
"Apache httpd-2",42373,"REPORT request fails over mod_proxy",5
"Batik - Now in Jira",35233,"RhinoInterpreter does not always call setSecurityController()",5
"Log4j - Now in Jira",46260,"RollingFileAppender and Tomcat has a strange behaviour",5
"POI",55528,"setAutoFilter freezes cell",5
"APR",56232,"Incorrect apt-util-1.pc using --with-expat=builtin",5
"Log4j - Now in Jira",42189,"Add simple bridge for java.util.logging, with basic Configurator support",5
"Apache httpd-2",54221,"no ErrorLog prefix on CGI errors",5
"Apache httpd-2",57710,"Wildcard matching for logging headers",5
"Apache httpd-2",42763,"graceful-stop/restart loops go loop too far",5
"Batik - Now in Jira",49216,"NullPointerException in DataBufferInt.getBankData()",5
"Apache httpd-2",55431,"mod_negotation does not force the mime type listed in type-map",5
"Apache httpd-2",57477,"mod_auth_digest AH00052: child pid $pid exit signal Floating point exception",5
"Batik - Now in Jira",54059,"ParsedURL fails using ""data:"" URI scheme when data contains style sheet including #-character",5
"Batik - Now in Jira",45021,"updateRenderingTransform() shifts ""xMidYMin"" image off top of screen with window resize",5
"POI",54272,"Lack of Picture insertion implementation",5
"Slide",34726,"""response already committed"" during LOCK operation...",5
"Apache httpd-2",47807,"Proxy dialog error with Apache 2.2.13",5
"Ant",57557,"TransformerException when executing 'junitreport' for tests run on IE11",5
"Apache httpd-2",58226,"XSS in Error Page",5
"Apache httpd-2",55856,"YYEMPTY (-2) used as index into yytname (const array of messages)",5
"Lenya",46706,"Hexadecimal and decimal represenations of characters are converted to the utf-8 character by the oneform editor.",5
"Apache httpd-2",58921,"Compiler removal of code to clear password buffer",5
"JMeter",57910,"CSV DataSet thread and thread group sharing might not work due to identityHashCode",5
"Log4j - Now in Jira",52676,"Location information unavailable when FQCN ends in .",5
"Apache httpd-2",49532,"mod_cache: Set-Cookie headers are appended to cached headers",5
"Ant",58435,"System-out not being attached to JUnit test case with xml reporter",5
"Batik - Now in Jira",41294,"Stroke of circles with small radius totally wrong",5
"POI",40283,"Cells which control radio buttons get reset when read by Excel",5
"Apache httpd-2",56622,"mod_reqtimeout incorrectly applies timeouts to CONNECT requests",5
"Apache httpd-2",56055,"Route is not extracted properly when a session cookie does not contain a dot",5
"Apache httpd-2",46070,"MSI installer does not validate custom installation",5
"Tomcat Native",59797,"Per thread error hash grows indefinitely",5
"Lenya",43927,"Sitemanagers can't publish",5
"Apache httpd-2",51194,"FcgidWrapper does not support paths containing a space",5
"Apache httpd-2",57311,"BalancerMember enclosed by <If> gives syntax error",5
"Apache httpd-2",57813,"Rewrite 'pre-compressed content' recipe using 2.4 metaphors",5
"Apache httpd-2",52995,"httpd -V does not print the default Mutex",5
"Ant",50430,"XMLFragment doesn't provide Text nodes and Elements in proper order",5
"Log4j - Now in Jira",55289,"Log4J Extras contains duplicate classes",5
"Batik - Now in Jira",47212,"[patch] Use efficient form of toArray",5
"Slide",42873,"perfomance problem while call GET-Method on a big birectory",5
"Apache httpd-2",58231,"RewriteCond can add ""Host"" to the Vary-Header",5
"Apache httpd-2",47578,"compile ERROR with ssl",5
"POI",55752,"Using RegionUtil will result merged cell turn black when clicked in",5
"Apache httpd-2",51679,"Code signature key expired",5
"APR",51288,"testfnmatch",5
"Ant",51096,"jar task, nested element ""service"" not merged",5
"Apache httpd-2",58550,"During load, Apache 2.2.x with prefork MPM didn’t accept the incoming connections in reasonable time",5
"Apache httpd-2",53037,"clarify mod_ssl documentation on the UID/GID context under which PKI related files are loaded and whether they are reloaded periodically",5
"Apache httpd-2",53919,"DEFAULT_LOG_FORMAT is not RFC6302 compliant",5
"Apache httpd-2",46071,"Allowing space in between comma and last option in the Order directive",5
"Tomcat 9",53602,"Support for HTTP status code 451",5
"Apache httpd-2",51322,"Prepend and append string to LDAP search parameter",5
"Ant",37286,"MacroDef Element Namespaces",5
"APR",45496,"[patch] adding directory matching [dir/**/conf.d/*.conf] to apr_fnmatch",5
"Log4j - Now in Jira",49247,"Add option for persistent/non-persistent delivery in JMSAppender",5
"JMeter",34321,"password encryption for HTTP Authorization Manager",5
"Ant",41356,"Output all checksums to single file",5
"Slide",35582,"Enhancement: permissions",5
"Log4j - Now in Jira",45934,"FileAppender should use virtual-machine shutdown hook that flushes buffer automatically",5
"POI",51593,"Code Cleanup -unused imports, variables, StringBuffer to StringBuilder conversion in toString()",5
"Fop - Now in Jira",44885,"[PATCH] fo:inline-container implementation",5
"Apache httpd-2",43755,"Add a SSLOptions to don't fill SSL_CLIENT_VERIFY",5
"JMeter",53976,"Add a way to clear a Cookie on demand",5
"Apache httpd-2",45281,"SITE CHMOD/SEARCH",5
"Tomcat 6",43979,"Add abstraction for Java and Classfile output",5
"BCEL - Now in Jira",38057,"There shouldn't be a singleton Repository instance",5
"Tomcat 8",57830,"Add support for ProxyProtocol",5
"JMeter",54434,"Add possibility to save ByteMessage content in the sample result.",5
"Ant",44740,"scp task (sftp) delete remote files",5
"Ant",55848,"Allow nesting filesets inside patternsets",5
"Tomcat 6",44199,"expose current backlog queue size",5
"JMeter",53825,"StatCalculator#getDistribution & DistributionGraph#drawSample could be more efficient",5
"Tomcat 8",59825,"Better diagnostic needed for missing asyncSupported",5
"Lenya",43885,"Generalize sitetree links (decouple from documents)",5
"Apache httpd-2",21533,"Multiple levels of htacces files can cause mod_auth_digest to Crash",5
"Xerces-J",2849,"Parse fails with ArrayIndexOutOfBoundsException (1.2.3) or ""encoding ISO-8859-1 not supported"" (1.4.1)",5
"Fop - Now in Jira",40465,"Obtain some OpenType fonts for testing",5
"Slide",29591,"DirectoryIndexGenerator using incorrect format",5
"APR",45700,"incorrect sort order of apr_strnatcmp with non-ASCII sequences",5
"Ant",31909,"vsscheckout doesn't support ""writable"" but the documentation says it does",5
"Fop - Now in Jira",41951,"External graphic doesnt size properly with height set at 100%",5
"Fop - Now in Jira",52292,"UndeclaredThrowableException generating pdf",5
"Fop - Now in Jira",41633,"*-progression-dimension on inlines not implemented",5
"Xerces-J",8917,"parameter descriptions badly formatted.",5
"Ant",23785,"[patch] Having <uptodate> execute a nested <sequential> if the target is out of date",5
"Ant",8294,"<apply>: Allow <srcfile/> and <targetfile/> to appear as many times as required",5
"Ant",30422,"[Patch] Mutual Exclusion Tasks",5
"Fop - Now in Jira",50098,"AFP Renderer: Minor border Painting Inconsistencies",5
"Ant",47373,"Zip.java patch to support setting last modified date",5
"Ant",20721,"no comment option for vsscheckout task",5
"Apache httpd-2",44923,"consequences of multiple LDAPTrustedGlobalCert",5
"Log4j - Now in Jira",33493,"contribution to log4j: servlet diagnostic context",5
"Ant",47047,"Add buildroot to RPM",5
"Apache httpd-2",60142,"6107 Segmentation fault $HTTPD -k $ARGV in centos 7",6
"Ant",59683,"ANT 1.9.7 on HPUX ignores command line arguments",6
"Apache httpd-2",52501,"child pid 10824 exit signal Segmentation fault (11), possible coredump",6
"Ant",49117,"Unable to rename old file to temporary file JAR TASK",6
"Lenya",38060,"[PATCH] Windows File Locking Issues",6
"Apache httpd-2",59676,"mpm_event bad ssl protocol",6
"APR",46799,"apr_thread_cond_create leaks handle (patch included)",6
"Apache httpd-2",55443,"never gives 300 multiple choices",6
"Apache httpd-2",48623,"AuthLDAPURL syntax is not RFC-compliant, prevents common failover scenarios",6
"JMeter",56816,"Assigning null to a BeanShell variable in a JSR223 sampler does not work as expected",6
"Apache httpd-2",48020,"KCP+ Opera support for mod_auth_digest",6
"POI",57226,"CellStyle.setShrinkToFit(true); makes the program fail, without throwing any error",6
"Apache httpd-2",57978,"unix:/ works with any number of / slashes  except 2",6
"APR",47044,"[Patch] apr_snprintf.c compile failure on AIX maintainer_mode with xlc_r v7.0",6
"APR",57498,"segfault on apr_dbd_pgsql.c (apr_dbd_transaction_start, dbd_pgsql_start_transaction)",6
"POI",46447,"Applying style with big font does not update row height attributes",6
"APR",55199,"broken APR cross-compile build on Linux for FreeBSD platform",6
"Fop - Now in Jira",53852,"[PATCH] fop shell script botches LOCALCLASSPATH on Cygwin",6
"Xindice",46170,"OS X Finder Requires LOCK",6
"Apache httpd-2",53961,"Null sessions to the default vhost",6
"Apache httpd-2",54915,"GET on a WebDAV-enabled collection, with DirectoryIndex disabled, returns 404",6
"Log4j - Now in Jira",34440,"sandbox:IMAppender - comma-seperated recipient list patch",6
"Tomcat 8",60100,"Garbage appended at end of request URL",6
"Apache httpd-2",55963,"Add application/ld+json to mime.types",6
"Apache httpd-2",35781,"ap_sub_req_method_uri() bypasses Limit security config",6
"Apache httpd-2",51543,"Space in username not properly escaped in log files (%u)",6
"Apache httpd-2",43666,"CGI works, but client denied error messages in error.log",6
"APR",53689,"apr_dbd_prepare should pass offsets to the drivers' prepare-functions",6
"Batik - Now in Jira",39196,"Allowed script origin not adhered to when there are redirections",6
"Tomcat Modules",48240,"Tomcat-Lite missing @Override markers",6
"Batik - Now in Jira",51765,"Text-underline not working inside flowSpan",6
"Slide",41713,"Occur Error when using listWebdavResources() method...",6
"Apache httpd-2",47180,"DBM ssl_scache setting can cause extreme performance degradation",6
"Apache httpd-2",46139,"Apache Restart option is not working",6
"Apache httpd-2",43289,"XBitHack full g+x returns zero sized response on If-Modified-Since",6
"Apache httpd-2",52822,"Quiet installation not fully quiet",6
"POI",50060,"IndexOutOfBoundsException when reading numCharacterRuns() for a read-back DOC file",6
"POI",57356,"XWPFDocument does not deal with name space xmlns:wx=""http://schemas.microsoft.com/office/word/2003/auxHint""",6
"Batik - Now in Jira",50612,"SVGGraphics2D should not use scientific notation in style="""" attributes",6
"Log4j - Now in Jira",52094,"Add InputStream API to OptionConverter.selectAndConfigure and Configurator",6
"POI",53784,"HSMF fails to extract dates from certain Outlook 2007 messages (.msg)",6
"Apache httpd-2",49068,"UTF-8 URL Encode error",6
"POI",58654,"Extraction fails when data is inserted using Microsoft Field Control",6
"Tomcat Modules",56970,"MaxActive vs. MaxTotal for commons-dbcp and tomcat-jdbc-pool in tomcat 8",6
"Apache httpd-2",40781,"PATH_TRANSLATED: 'redirect:/~jablko/gallery2/main.php'",6
"APR",53687,"Minor fixes to test/dbd.c",6
"Ant",33057,"VSS tasks do not handle CRLF in comments",6
"Ant",42609,"ant.bat -noclasspath in ANT_ARGS should clearclasspath",6
"Batik - Now in Jira",49897,"Linkage error on org.w3c.dom.event (OSGi-related)",6
